"","Specimen.ID","Run","Lanai.Side","Treatment","Temp...C.","RLC.Order","Plant.ID","Species","rETRmax","rETRmax_min","ek.1","posix_date","day1_rlc_time","day9_rlc_time","day9_ek","day9_rETRmax_min","day5_ek","day5_rETRmax_min","supersat_p1","supersat_p2","supersat_p3","supersat_avg","day_length_avg","carbon1","carbon5","carbon9","carbon_total","supersat_rel"
"1169","ul5-4","6","ewa","0",30,"5","68","ul",59.28,3556.8,72.7,2022-02-11,"9:56:44","8:55:32",42.5,1949.4,60.7,2770.2,381.666666666667,518.5,449,442,619,1357512,1436348.7,875280.6,3669141.3,70.1
"1170","ul6-1","6","ewa","0",30,"6","69","ul",46.93,2815.8,63.2,2022-02-11,"9:59:56","9:00:19",60.2,2747.4,58.1,2610.6,430.333333333333,526,395.5,436.111111111111,619.222222222222,1211732.6,1373175.6,1086596.7,3671504.9,67.3
"1171","ul6-2","6","ewa","0",30,"6","70","ul",29.35,1761,50.5,2022-02-11,"10:06:59","9:04:46",44.3,1949.4,56.3,2587.8,495,532,446.75,481.777777777778,618.888888888889,871695,1376709.6,870894.45,3119299.05,76.4
"1172","ul6-3","6","ewa","0",30,"6","71","ul",49.78,2986.8,71.6,2022-02-11,"10:11:49","9:09:20",33.7,1517.4,42.8,1987.2,386,580,476.5,469.333333333333,618.888888888889,1152904.8,1152576,723041.1,3028521.9,75.9
"1173","ul6-4","6","ewa","0",30,"6","72","ul",37.25,2235,50.3,2022-02-11,"10:16:19","9:14:03",49.4,2327.4,72.8,3539.4,493.333333333333,465,431.25,459.444444444444,618.888888888889,1102600,1645821,1003691.25,3752112.25,73
"1222","ul1-1","6.5","ewa","0",20,"1","73","ul",36.29,2177.4,57.8,2022-02-21,"8:30:27","9:05:38",54.6,2086.2,48.8,2052,553,585,426.5,503.888888888889,638.666666666667,1204102.2,1200420,889764.3,3294286.5,78.3
"1223","ul1-2","6.5","ewa","0",20,"1","74","ul",33.63,2017.8,48.5,2022-02-21,"8:35:04","9:10:18",37.4,1614.6,45.1,1920,572.666666666667,591,468.75,530.555555555556,638.777777777778,1155526.8,1134720,756843.75,3047090.55,83.3
"1224","ul1-3","6.5","ewa","0",20,"1","75","ul",73.92,4435.2,88.9,2022-02-21,"8:39:53","9:15:04",30.8,1274.4,47.5,1933.2,431.333333333333,587,482.75,488.777777777778,638.777777777778,1913049.6,1134788.4,615216.6,3663054.6,78.1
"1225","ul1-4","6.5","ewa","0",20,"1","76","ul",51.87,3112.2,64.9,2022-02-21,"8:44:37","9:19:50",39.3,1620,44.1,1664.4,531,594,467.25,516.666666666667,638.777777777778,1652578.2,988653.6,756945,3398176.8,81.6
"1226","ul2-1","6.5","ewa","0",20,"2","77","ul",36.77,2206.2,53.7,2022-02-21,"8:49:27","9:24:22",37.9,1560,46.4,1949.4,556.666666666667,590.5,472,526.555555555556,638.666666666667,1228118,1151120.7,736320,3115558.7,83
"1227","ul2-2","6.5","ewa","0",20,"2","78","ul",38.57,2314.2,55.7,2022-02-21,"8:54:03","9:29:04",50.8,2052,47.9,1890,550.666666666667,586,445.25,511.666666666667,638.777777777778,1274352.8,1107540,913653,3295545.8,80.9
"1228","ul2-3","6.5","ewa","0",20,"2","79","ul",33.82,2029.2,51.6,2022-02-21,"8:58:37","9:34:32",36.4,1555.2,40.7,1732.8,557.666666666667,609.5,477.5,533.555555555556,638.777777777778,1131617.2,1056141.6,742608,2930366.8,84.2
"1229","ul2-4","6.5","ewa","0",20,"2","80","ul",35.72,2143.2,57.7,2022-02-21,"9:03:16","9:39:04",36.5,1379.4,42.8,1812.6,543.666666666667,598,478.25,526.666666666667,638.777777777778,1165186.4,1083934.8,659698.05,2908819.25,83.4
"1230","ul3-1","6.5","ewa","0",27,"3","81","ul",64.41,3864.6,82.8,2022-02-21,"9:07:55","9:43:33",50.6,2109,56.2,2530.8,467,565.5,449.5,481.111111111111,638.777777777778,1804768.2,1431167.4,947995.5,4183931.1,77.1
"1231","ul3-2","6.5","ewa","0",27,"3","82","ul",68.4,4104,85.2,2022-02-21,"9:12:26","9:48:21",55.2,2337,74.3,2565,453.333333333333,509,436,458,638.777777777778,1860480,1305585,1018932,4184997,73.5
"1232","ul3-3","6.5","ewa","0",27,"3","83","ul",68.88,4132.8,83.2,2022-02-21,"9:16:47","9:52:56",37,1470,51,2172,465,579.5,480,497.111111111111,638.888888888889,1921752,1258674,705600,3886026,79.6
"1233","ul3-4","6.5","ewa","0",27,"3","84","ul",72.66,4359.6,96.5,2022-02-21,"9:21:38","9:57:36",54.8,2220,48.1,2057.4,396.666666666667,585.5,439,457.444444444444,638.777777777778,1729308,1204607.7,974580,3908495.7,73.5
"1234","ul4-1","6.5","ewa","0",27,"4","85","ul",56.72,3403.2,74.6,2022-02-21,"9:26:27","8:09:20",55.4,2120.4,50.6,2166,496.333333333333,581,413,478.111111111111,626.222222222222,1689121.6,1258446,875725.2,3823292.8,73.8
"1235","ul4-2","6.5","ewa","0",27,"4","86","ul",42.75,2565,64,2022-02-21,"9:31:15","8:13:46",41,1455,36.6,1477.2,522,615,446.75,509.222222222222,626.222222222222,1338930,908478,650021.25,2897429.25,79.6
"1236","ul4-3","6.5","ewa","0",27,"4","87","ul",53.01,3180.6,69.1,2022-02-21,"9:35:44","8:18:40",46.8,1905,50.7,2223,505,581,439,492.555555555556,626.222222222222,1606203,1291563,836295,3734061,77.4
"1237","ul4-4","6.5","ewa","0",27,"4","88","ul",48.17,2890.2,63.9,2022-02-21,"9:40:27","8:23:20",59.2,2337,49,1995,519.333333333333,585,404.5,482.888888888889,626.222222222222,1500977.2,1167075,945316.5,3613368.7,73.9
"1238","ul5-1","6.5","ewa","0",30,"5","89","ul",52.06,3123.6,71.1,2022-02-21,"9:44:57","8:28:04",37.5,1582.2,41.1,1884.6,497.666666666667,608.5,458.25,504.777777777778,626.333333333333,1554511.6,1146779.1,725043.15,3426333.85,80
"1239","ul5-2","6.5","ewa","0",30,"5","90","ul",40.12,2407.2,53.6,2022-02-21,"9:50:03","8:33:29",44.2,1884.6,49.3,2133,536.666666666667,584,447.75,507.666666666667,626.333333333333,1291864,1245672,843829.65,3381365.65,80.2
"1240","ul5-3","6.5","ewa","0",30,"5","91","ul",60.13,3607.8,78.7,2022-02-21,"9:55:19","8:38:23",47.4,1949.4,67.2,2998.2,474.333333333333,531,443,473,626.222222222222,1711299.8,1592044.2,863584.2,4166928.2,75.9
"1241","ul5-4","6.5","ewa","0",30,"5","92","ul",31.16,1869.6,54.2,2022-02-21,"9:59:57","8:43:11",32.5,1247.4,37.1,1247.4,531.666666666667,614.5,470.75,523,626.333333333333,994004,766527.3,587213.55,2347744.85,83.2
"1242","ul6-1","6.5","ewa","0",30,"6","93","ul",42.37,2542.2,58,2022-02-21,"10:04:35","8:47:52",31.5,1431,48.3,2107.2,522.666666666667,585,474,514.888888888889,626.333333333333,1328723.2,1232712,678294,3239729.2,82.4
"1243","ul6-2","6.5","ewa","0",30,"6","94","ul",33.06,1983.6,56.6,2022-02-21,"10:09:00","8:52:09",37,1609.2,43,1846.8,523.666666666667,598,464.75,514,626.333333333333,1038745.2,1104386.4,747875.7,2891007.3,82.1
"1244","ul6-3","6.5","ewa","0",30,"6","95","ul",35.15,2109,50.6,2022-02-21,"10:13:26","8:56:39",47.1,1920,48.7,2040,534,585,448.25,507.222222222222,626.222222222222,1126206,1193400,860640,3180246,81
"1245","ul6-4","6.5","ewa","0",30,"6","96","ul",38.95,2337,52.9,2022-02-21,"10:18:06","9:01:04",40.1,1684.8,76.7,3146.4,529.666666666667,484.5,460.75,489,626.333333333333,1237831,1524430.8,776271.6,3538533.4,79.1
"1294","hm1-1","7","ewa","2.5",20,"1","49","hm",63.96,3837.6,115.3,2022-04-21,"8:12:31","10:22:27",137.9,4674,223,7921.2,419,267,361,359.444444444444,701.666666666667,1607954.4,2114960.4,1687314,5410228.8,54.2
"1295","hm1-2","7","ewa","2.5",20,"1","50","hm",74.38,4462.8,112.5,2022-04-21,"8:16:56","10:27:00",242.1,8511.6,186.2,5953.2,421.333333333333,302,252.5,319.777777777778,701.555555555556,1880326.4,1797866.4,2149179,5827371.8,49.1
"1296","hm1-3","7","ewa","2.5",20,"1","51","hm",100.86,6051.6,128.4,2022-04-21,"8:21:58","10:32:12",183.7,5510.4,194.9,6148.8,397.333333333333,289,308,333.555555555556,701.666666666667,2404502.4,1777003.2,1697203.2,5878708.8,50.9
"1297","hm1-4","7","ewa","2.5",20,"1","52","hm",65.55,3933,113.7,2022-04-21,"8:26:29","10:36:41",171.4,6494.4,187.6,6297.6,420,298,324.75,350.555555555556,701.666666666667,1651860,1876684.8,2109056.4,5637601.2,53.1
"1298","hul1-1","7","ewa","2.5",20,"1","53","hm",72.16,4329.6,111.1,2022-04-21,"8:31:06","10:41:28",159.8,3444,281.5,5707.2,422.333333333333,224.5,344.25,343.666666666667,701.666666666667,1828534.4,1281266.4,1185597,4295397.8,52.5
"1299","hul1-2","7","ewa","2.5",20,"1","54","hm",54.94,3296.4,77.4,2022-04-21,"8:35:41","10:46:31",118.6,2706,238.4,7626,481.666666666667,259,384,388.777777777778,701.666666666667,1587766,1975134,1039104,4602004,58.6
"1300","hul1-3","7","ewa","2.5",20,"1","55","hm",75.44,4526.4,111.8,2022-04-21,"8:40:05","10:51:08",135.8,3249,183.9,4378.8,419.333333333333,306.5,367.25,371.111111111111,701.777777777778,1898070.4,1342102.2,1193195.25,4433367.85,56
"1301","hul1-4","7","ewa","2.5",20,"1","56","hm",45.78,2746.8,76.7,2022-04-21,"8:44:58","10:56:03",146.3,4674,125.2,4920,479.666666666667,389,360.75,406.666666666667,701.777777777778,1317548.4,1913880,1686145.5,4917573.9,60.6
"1302","hm2-1","7","ewa","2.5",20,"2","57","hm",80.36,4821.6,91,2022-04-21,"8:49:48","11:01:20",178.3,4821.6,156.7,5146.8,453.666666666667,344.5,320.25,370.111111111111,701.777777777778,2187399.2,1773072.6,1544117.4,5504589.2,56.1
"1303","hm2-2","7","ewa","2.5",20,"2","58","hm",59.04,3542.4,77.4,2022-04-21,"8:54:36","11:06:03",163.6,4561.2,98.5,3886.8,475.333333333333,444,345.5,410.666666666667,701.777777777778,1683820.8,1725739.2,1575894.6,4985454.6,61.1
"1304","hm2-3","7","ewa","2.5",20,"2","59","hm",63.96,3837.6,76.9,2022-04-21,"8:59:26","11:11:28",121,4378.8,121.1,4561.2,474.666666666667,397,388.25,419,701.888888888889,1821580.8,1810796.4,1700069.1,5332446.3,62.5
"1305","hm2-4","7","ewa","2.5",20,"2","60","hm",66.42,3985.2,70.3,2022-04-21,"9:04:04","11:16:41",135.5,4132.8,109.6,6248.4,483,418,374,420.111111111111,701.888888888889,1924851.6,2611831.2,1545667.2,6082350,62.5
"1306","hul2-1","7","ewa","2.5",20,"2","61","hm",70,4200,91.9,2022-04-21,"9:10:24","11:21:48",130.3,5067.6,75.6,2853.6,445.666666666667,496.5,380,427.777777777778,701.777777777778,1871800,1416812.4,1925688,5214300.4,63.5
"1307","hul2-2","7","ewa","2.5",20,"2","62","hm",75.44,4526.4,99.2,2022-04-21,"9:15:46","11:26:37",107.6,4280.4,145.4,5018.4,431,358,409.75,405.333333333333,701.666666666667,1950878.4,1796587.2,1753893.9,5501359.5,61.2
"1308","hul2-3","7","ewa","2.5",20,"2","63","hm",116.44,6986.4,192.5,2022-04-21,"9:20:30","11:32:01",97,3296.4,113.7,4575.6,323.333333333333,410.5,433.75,391.777777777778,701.777777777778,2258936,1878283.8,1429813.5,5567033.3,59.5
"1309","hul2-4","7","ewa","2.5",20,"2","64","hm",104.14,6248.4,149.8,2022-04-21,"9:25:38","11:36:26",131.6,4378.8,189,7084.8,362.666666666667,296,381.75,356.333333333333,701.666666666667,2266086.4,2097100.8,1671606.9,6034794.1,54.8
"1310","hm3-1","7","ewa","2.5",27,"3","65","hm",47.46,2847.6,71.5,2022-04-21,"9:31:26","11:42:29",123.4,3505.2,107.6,3787.8,472.333333333333,423.5,393.75,426.555555555556,701.777777777778,1345016.4,1604133.3,1380172.5,4329322.2,63.8
"1311","hm3-2","7","ewa","2.5",27,"3","66","hm",64.78,3886.8,96,2022-04-21,"9:36:36","11:47:16",136.1,4969.2,158.8,6838.8,429.666666666667,341.5,380,388,701.666666666667,1670028.4,2335450.2,1888296,5893774.6,59
"1312","hm3-3","7","ewa","2.5",27,"3","67","hm",104.38,6262.8,192.5,2022-04-21,"9:41:11","11:52:45",147,3198,129.8,4674,318.333333333333,380,372.5,356.111111111111,701.777777777778,1993658,1776120,1191255,4961033,54.8
"1313","hm3-4","7","ewa","2.5",27,"3","68","hm",106.6,6396,145.7,2022-04-21,"9:46:46","11:57:25",152.8,1623.6,141.6,5215.2,361.666666666667,362,368.25,364.666666666667,701.666666666667,2313220,1887902.4,597890.7,4799013.1,55.9
"1314","hul3-1","7","ewa","2.5",27,"3","69","hm",90.2,5412,133.1,2022-04-21,"9:52:15","12:02:05",124.7,3886.8,114.3,4526.4,370.666666666667,408,397.25,390.777777777778,701.666666666667,2006048,1846771.2,1544031.3,5396850.5,59.3
"1315","hul3-2","7","ewa","2.5",27,"3","70","hm",53.34,3200.4,97.3,2022-04-21,"9:57:29","12:07:43",139,4636.8,117.5,4636.8,422.333333333333,402,382.25,400,701.666666666667,1351635.6,1863993.6,1772416.8,4988046,60.6
"1316","hul3-3","7","ewa","2.5",27,"3","71","hm",58.22,3493.2,101.2,2022-04-21,"9:59:38","12:12:34",168.3,4821.6,131.1,5215.2,414.666666666667,376,349.25,377,701.888888888889,1448513.6,1960915.2,1683943.8,5093372.6,57.6
"1317","hul3-4","7","ewa","2.5",27,"3","72","hm",90.2,5412,113.2,2022-04-21,"10:06:48","12:18:01",150.7,4132.8,152.3,5707.2,390.666666666667,349,373,373.555555555556,701.666666666667,2114288,1991812.8,1541534.4,5647635.2,57.2
"1318","hm4-1","7","ewa","2.5",27,"4","73","hm",78.54,4712.4,168.5,2022-04-21,"10:11:37","8:17:28",162.1,4460.4,130,4526.4,333.333333333333,379.5,329.25,341.777777777778,674.444444444444,1570800,1717768.8,1468586.7,4757155.5,51.8
"1319","hm4-2","7","ewa","2.5",27,"4","74","hm",73.8,4428,113,2022-04-21,"10:16:13","8:22:20",85.7,2066.4,134.2,5264.4,388.333333333333,369,418,397.222222222222,674.555555555556,1719540,1942563.6,863755.2,4525858.8,59.2
"1320","hm4-3","7","ewa","2.5",27,"4","75","hm",71.34,4280.4,95,2022-04-21,"10:20:41","8:27:57",90.4,2986.8,139.3,4723.2,418.666666666667,363.5,409.75,402.444444444444,674.555555555556,1792060.8,1716883.2,1223841.3,4732785.3,60.1
"1321","hm4-4","7","ewa","2.5",27,"4","76","hm",63.14,3788.4,106.1,2022-04-21,"10:25:17","8:33:49",67.2,2706,110.9,4662,398,417.5,450,425.444444444444,674.777777777778,1507783.2,1946385,1217700,4671868.2,63.4
"1322","hul4-1","7","ewa","2.5",27,"4","77","hm",117.26,7035.6,187.9,2022-04-21,"10:30:24","8:38:37",61.3,2755.2,103.4,4182,309.333333333333,432,459.25,403.222222222222,674.777777777778,2176345.6,1806624,1265325.6,5248295.2,60.8
"1323","hul4-2","7","ewa","2.5",27,"4","78","hm",79.8,4788,108,2022-04-21,"10:36:18","8:44:34",88,3591.6,139.6,5018.4,390,363.5,416.5,395.888888888889,674.777777777778,1867320,1824188.4,1495901.4,5187409.8,59.4
"1324","hul4-3","7","ewa","2.5",27,"4","79","hm",127.1,7626,183.1,2022-04-21,"10:41:03","8:48:59",112.9,2872.8,175.8,6526.8,311,317,374.5,340.555555555556,674.666666666667,2371686,2068995.6,1075863.6,5516545.2,52.2
"1325","hul4-4","7","ewa","2.5",27,"4","80","hm",80.64,4838.4,137.4,2022-04-21,"10:45:30","8:53:45",104.1,3021,187.2,7281.6,351.333333333333,298.5,387,355.444444444444,674.777777777778,1699891.2,2173557.6,1169127,5042575.8,54.2
"1326","hm5-1","7","ewa","2.5",30,"5","81","hm",90.2,5412,104.9,2022-04-21,"10:49:59","8:58:14",89.8,3493.2,118.1,4275,391,401.5,414.25,403.666666666667,674.777777777778,2116092,1716412.5,1447058.1,5279562.6,60.5
"1327","hm5-2","7","ewa","2.5",30,"5","82","hm",86.92,5215.2,147.6,2022-04-21,"10:54:25","9:02:35",84,2850,131.2,4920,338.666666666667,376,426.25,385.888888888889,674.777777777778,1766214.4,1849920,1214812.5,4830946.9,58.2
"1328","hm5-3","7","ewa","2.5",30,"5","83","hm",80,4800,113,2022-04-21,"10:58:51","9:07:35",63.8,2513.4,147.8,5658,374,353.5,460.25,407.777777777778,674.777777777778,1795200,2000103,1156792.35,4952095.35,62.2
"1329","hm5-4","7","ewa","2.5",30,"5","84","hm",70.14,4208.4,134.9,2022-04-21,"11:03:21","9:12:33",126.2,4969.2,233.8,7921.2,347,262,365.5,336.333333333333,674.888888888889,1460314.8,2075354.4,1816242.6,5351911.8,52.2
"1330","hul5-1","7","ewa","2.5",30,"5","85","hm",95.94,5756.4,138.3,2022-04-21,"11:08:13","9:23:47",41.8,1814.4,209.1,7875,343,277,504.75,400.222222222222,675.555555555556,1974445.2,2181375,915818.4,5071638.6,62.6
"1331","hul5-2","7","ewa","2.5",30,"5","86","hm",72.16,4329.6,122.8,2022-04-21,"11:12:57","9:28:29",59.2,3591.6,89.5,3493.2,355.666666666667,462.5,476.25,433,675.555555555556,1539894.4,1615605,1710499.5,4865998.9,65.6
"1332","hul5-3","7","ewa","2.5",30,"5","87","hm",99.22,5953.2,141.3,2022-04-21,"11:17:30","9:33:01",79.3,3788.4,158.7,6396,336.333333333333,342,444.5,385.666666666667,675.555555555556,2002259.6,2187432,1683943.8,5873635.4,59.2
"1333","hul5-4","7","ewa","2.5",30,"5","88","hm",77.08,4624.8,113.5,2022-04-21,"11:22:01","9:38:23",93.3,3198,181.9,7056,366.333333333333,309.5,415.5,375.555555555556,675.666666666667,1694218.4,2183832,1328769,5206819.4,57.7
"1334","hm6-1","7","ewa","2.5",30,"6","89","hm",118.12,7087.2,209.8,2022-04-21,"11:27:03","9:43:47",99,3247.2,162.6,6199.2,270.666666666667,337,405,345.111111111111,675.666666666667,1918268.8,2089130.4,1315116,5322515.2,53.5
"1335","hm6-2","7","ewa","2.5",30,"6","90","hm",66.42,3985.2,99.5,2022-04-21,"11:31:41","9:48:55",109.7,3493.2,181.4,7429.2,386.666666666667,310,385.5,369.111111111111,675.666666666667,1540944,2303052,1346628.6,5190624.6,56.9
"1336","hm6-3","7","ewa","2.5",30,"6","91","hm",74.62,4477.2,106.6,2022-04-21,"11:36:25","9:54:01",131,4674,224.3,8708.4,373,266,364,345.222222222222,675.777777777778,1669995.6,2316434.4,1701336,5687766,53.8
"1337","hm6-4","7","ewa","2.5",30,"6","92","hm",109.88,6592.8,176,2022-04-21,"11:41:18","9:58:54",99.5,2770.2,144.3,5461.2,296.666666666667,360.5,407.5,360.111111111111,675.777777777778,1955864,1968762.6,1128856.5,5053483.1,55.5
"1338","hul6-1","7","ewa","2.5",30,"6","93","hm",84.46,5067.6,128.6,2022-04-21,"11:46:19","9:59:40",91,2610.6,166.1,6002.4,338,332.5,425.25,375.555555555556,675.333333333333,1712848.8,1995798,1110157.65,4818804.45,58
"1339","hul6-2","7","ewa","2.5",30,"6","94","hm",100.86,6051.6,135.5,2022-04-21,"11:50:57","10:08:10",134.3,5175,157.8,6297.6,330.333333333333,344,363.25,348,675.777777777778,1999045.2,2166374.4,1879818.75,6045238.35,53.8
"1340","hul6-3","7","ewa","2.5",30,"6","95","hm",88.56,5313.6,131.5,2022-04-21,"11:55:35","10:13:01",87.8,2902.8,187.5,6678,331.666666666667,298,435,370.111111111111,675.666666666667,1762344,1990044,1262718,5015106,57.6
"1341","hul6-4","7","ewa","2.5",30,"6","96","hm",87.74,5264.4,124.3,2022-04-21,"12:03:14","10:18:01",90.4,5018.4,128.9,5559.6,338,382.5,430.75,389.111111111111,675.444444444444,1779367.2,2126547,2161675.8,6067590,59.8
"1438","hul1-1","9","diamond","0",20,"1","101","hm",35.26,2115.6,49.2,2022-10-14,"8:21:39","9:14:09",48.8,3001.2,NA,2558.4,533.333333333333,509.5,437.5,485.444444444444,642.555555555556,1128320,1303504.8,1313025,3744849.8,77.4
"1439","hul1-2","9","diamond","0",20,"1","102","hm",42.64,2558.4,46.7,2022-10-14,"8:26:04","9:18:43",45.6,2115.6,NA,2337,538.333333333333,525,445,493.888888888889,642.555555555556,1377272,1226925,941442,3545639,78.6
"1440","hul1-3","9","diamond","0",20,"1","103","hm",75.44,4526.4,60.8,2022-10-14,"8:31:14","9:23:08",66.3,3394.8,NA,3960.6,494.333333333333,448,360.25,424.444444444444,642.444444444444,2237550.4,1774348.8,1222976.7,5234875.9,68.5
"1441","hul1-4","9","diamond","0",20,"1","104","hm",29.64,1778.4,45.5,2022-10-14,"8:38:59","9:27:43",88.5,4083.6,NA,2931,538,530,262.25,413.666666666667,642.111111111111,956779.2,1553430,1070924.1,3581133.3,66.2
"1442","hul2-1","9","diamond","0",20,"2","109","hm",34.44,2066.4,53.6,2022-10-14,"8:43:26","9:32:14",61.1,3225.6,NA,2646,513.333333333333,482.5,391.5,452.333333333333,642.111111111111,1060752,1276695,1262822.4,3600269.4,73.2
"1443","hul2-2","9","diamond","0",20,"2","110","hm",85.28,5116.8,103,2022-10-14,"8:48:10","9:36:31",128.3,6199.2,NA,5658,314.666666666667,321.5,98.5,220.111111111111,642.111111111111,1610086.4,1819047,610621.2,4039754.6,39.4
"1444","hul2-3","9","diamond","0",20,"2","111","hm",46.74,2804.4,40.7,2022-10-14,"8:52:48","9:41:19",64,2706,NA,2755.2,549,550.5,373.5,471.333333333333,642.111111111111,1539615.6,1516737.6,1010691,4067044.2,75.1
"1445","hul2-4","9","diamond","0",20,"2","112","hm",68.88,4132.8,59.9,2022-10-14,"8:57:08","9:46:25",80.6,4624.8,NA,4378.8,489.333333333333,451,296.75,395.222222222222,642.222222222222,2022316.8,1974838.8,1372409.4,5369565,64.8
"1446","hul3-1","9","diamond","0",27,"3","117","hm",36.08,2164.8,47.5,2022-10-14,"9:01:34","9:52:19",56.2,3296.4,NA,2730.6,523.666666666667,521.5,417,475.777777777778,642.444444444444,1133633.6,1424007.9,1374598.8,3932240.3,76.7
"1447","hul3-2","9","diamond","0",27,"3","118","hm",49.2,2952,55,2022-10-14,"9:07:33","9:56:45",76.8,3124.8,NA,3038.4,501,475,318.5,414.111111111111,642.222222222222,1478952,1443240,995248.8,3917440.8,67.5
"1448","hul3-3","9","diamond","0",27,"3","119","hm",36.08,2164.8,55.8,2022-10-14,"9:12:16","9:59:52",51.8,2410.8,NA,2287.8,497,470,439,465.222222222222,642,1075905.6,1075266,1058341.2,3209512.8,75.5
"1449","hul3-4","9","diamond","0",27,"3","120","hm",36.29,2177.4,59.7,2022-10-14,"9:16:49","10:05:47",65.4,3148.8,NA,2663.1,483,452,374.25,427.777777777778,642.111111111111,1051684.2,1203721.2,1178438.4,3433843.8,69.8
"1450","hul4-1","9","diamond","0",27,"4","125","hm",61.5,3690,73.9,2022-10-14,"9:21:50","8:17:47",34.9,2509.2,NA,3099.6,437.666666666667,408.5,455.25,439,629.555555555556,1614990,1266186.6,1142313.3,4023489.9,71.6
"1451","hul4-2","9","diamond","0",27,"4","126","hm",39.36,2361.6,60,2022-10-14,"9:26:15","8:22:24",35.9,2263.2,NA,2312.4,479.666666666667,451,454.5,462.111111111111,629.666666666667,1132780.8,1042892.4,1028624.4,3204297.6,74.7
"1452","hul4-3","9","diamond","0",27,"4","127","hm",88.56,5313.6,75.6,2022-10-14,"9:30:41","8:27:20",34.1,3198,NA,4255.8,428.333333333333,401,458.75,435.777777777778,629.777777777778,2275992,1706575.8,1467082.5,5449650.3,71.5
"1453","hul4-4","9","diamond","0",27,"4","128","hm",100.04,6002.4,126.8,2022-10-14,"9:35:10","8:32:19",26.3,2115.6,NA,4059,241.333333333333,255,477.75,349.444444444444,629.777777777778,1448579.2,1035045,1010727.9,3494352.1,60.5
"1454","hul5-1","9","diamond","0",30,"5","133","hm",75.44,4526.4,80.6,2022-10-14,"9:42:06","8:37:25",43.5,2952,NA,3739.2,407,378.5,440.75,415.666666666667,629.555555555556,1842244.8,1415287.2,1301094,4558626,69
"1455","hul5-2","9","diamond","0",30,"5","134","hm",59.86,3591.6,69.9,2022-10-14,"9:46:49","8:42:08",28,2460,NA,3025.8,449.666666666667,421.5,476,455.111111111111,629.444444444444,1615022.8,1275374.7,1170960,4061357.5,74.8
"1456","hul5-3","9","diamond","0",30,"5","135","hm",32.8,1968,49.3,2022-10-14,"9:51:09","8:46:42",23.2,2115.6,NA,2041.8,503.333333333333,509,490.25,498.777777777778,629.555555555556,990560,1039276.2,1037172.9,3067009.1,80.8
"1457","hul5-4","9","diamond","0",30,"5","136","hm",50.02,3001.2,63.9,2022-10-14,"9:55:41","8:51:37",33.2,1525.2,NA,2263.2,462.666666666667,435.5,466.75,458.444444444444,629.666666666667,1388555.2,985623.6,711887.1,3086065.9,75.1
"1458","hul6-1","9","diamond","0",30,"6","141","hm",51.66,3099.6,71.8,2022-10-14,"9:59:35","8:56:14",49.4,3001.2,NA,3050.4,438.666666666667,416,432,430.666666666667,629.666666666667,1359691.2,1268966.4,1296518.4,3925176,71.3
"1459","hul6-2","9","diamond","0",30,"6","142","hm",51.66,3099.6,88.2,2022-10-14,"10:07:29","9:00:45",52.9,3148.8,NA,3124.2,364,355.5,420.25,387.111111111111,629.333333333333,1128254.4,1110653.1,1323283.2,3562190.7,65.6
"1460","hul6-3","9","diamond","0",30,"6","143","hm",77.08,4624.8,103.5,2022-10-14,"10:11:57","9:05:10",59.3,2973.6,NA,3799.2,305.333333333333,319.5,393.25,347.555555555556,629.222222222222,1412105.6,1213844.4,1169368.2,3795318.2,60.3
"1461","hul6-4","9","diamond","0",30,"6","144","hm",39.42,2365.2,63.3,2022-10-14,"10:16:41","9:09:41",37.1,2017.2,NA,2191.2,457.333333333333,439,464,456.222222222222,629.333333333333,1081684.8,961936.8,935980.8,2979602.4,75
"1486","hm1-1","8","diamond","0",20,"1","97","hm",40.18,2410.8,58.7,2022-10-04,"8:07:33","9:28:12",174,9151.2,NA,5781,469.666666666667,501,171.25,344,635.111111111111,1132272.4,2896281,1567143,5595696.4,56.6
"1487","hm1-2","8","diamond","0",20,"1","98","hm",33.75,2025,47.1,2022-10-04,"8:12:25","9:33:37",126.8,5040,NA,3532.5,490.666666666667,555,268.75,406.333333333333,635.666666666667,993600,1960537.5,1354500,4308637.5,66.4
"1488","hm1-3","8","diamond","0",20,"1","99","hm",41,2460,54.2,2022-10-04,"8:16:54","9:38:15",116.8,4624.8,NA,3542.4,478.666666666667,528,290,405.777777777778,636.222222222222,1177520,1870387.2,1341192,4389099.2,66.7
"1489","hm1-4","8","diamond","0",20,"1","100","hm",49.2,2952,66.1,2022-10-04,"8:21:42","9:42:40",106.3,4057.2,NA,3504.6,458,467,309,393.777777777778,636.666666666667,1352016,1636648.2,1253674.8,4242339,65.3
"1490","hm2-1","8","diamond","0",20,"2","105","hm",44.28,2656.8,59.3,2022-10-04,"8:26:06","9:47:42",110.3,4428,NA,3542.4,469.333333333333,497.5,305,402.555555555556,637.333333333333,1246924.8,1762344,1350540,4359808.8,66.4
"1491","hm2-2","8","diamond","0",20,"2","106","hm",63.14,3788.4,70.5,2022-10-04,"8:30:32","9:52:06",111.1,4275,NA,4031.7,449,453,305.5,386.111111111111,637.777777777778,1700991.6,1826360.1,1306012.5,4833364.2,64.4
"1492","hm2-3","8","diamond","0",20,"2","107","hm",52.48,3148.8,53.4,2022-10-04,"8:35:23","9:56:41",108.6,3967.2,NA,3558,480.333333333333,530,309,415.222222222222,638.222222222222,1512473.6,1885740,1225864.8,4624078.4,68.1
