"","Specimen.ID","Run","Lanai.Side","Treatment","Temp...C.","RLC.Order","Plant.ID","Species","rETRmax","rETRmax_min","ek.1","posix_date","day1_rlc_time","day9_rlc_time","day9_ek","day9_rETRmax_min","day5_ek","day5_rETRmax_min","supersat_p1","supersat_p2","supersat_p3","supersat_avg","day_length_avg","carbon1","carbon5","carbon9","carbon_total","supersat_rel"
"302","ul2-2","2","ewa","2",30,"2","14","ul",107.1,6426,134.1,2021-09-30,"9:12:35","11:17:16",100.9,4964.4,92.6,4617,412.666666666667,519.5,407.25,434,659,2651796,2398531.5,2021751.9,7072079.4,68.6
"303","ul2-3","2","ewa","3",30,"2","14","ul",92.66,5559.6,107.7,2021-09-30,"9:17:13","11:22:42",99.2,4617,104.7,5418,462.666666666667,499,411.75,448.111111111111,659.111111111111,2572241.6,2703582,1901049.75,7176873.35,70.7
"304","ul2-4","2","ewa","4",30,"2","14","ul",83.58,5014.8,101.7,2021-09-30,"9:21:37","11:27:18",82.8,4121.4,81.5,4155,470.333333333333,542,443.75,474.444444444444,659.111111111111,2358627.6,2252010,1828871.25,6439508.85,74.4
"305","hm3-1","2","ewa","1",27,"3","15","hm",99.96,5997.6,190.3,2021-09-30,"9:26:15","11:31:49",98.1,4034.4,104.3,4526.4,266,499.5,416.5,384.777777777778,659.222222222222,1595361.6,2260936.8,1680327.6,5536626,62.2
"306","hm3-2","2","ewa","2",27,"3","15","hm",102.5,6150,168,2021-09-30,"9:31:50","11:37:29",109.6,3403.2,86.3,3837.6,341.666666666667,530.5,394.5,407.111111111111,659.111111111111,2101250,2035846.8,1342562.4,5479659.2,65
"307","hm3-3","2","ewa","3",27,"3","15","hm",109.06,6543.6,186,2021-09-30,"9:36:27","11:42:20",114,3880.8,104,4182,281,500,386.75,376.666666666667,659.111111111111,1838751.6,2091000,1500899.4,5430651,61.1
"308","hm3-4","2","ewa","4",27,"3","15","hm",92.66,5559.6,158.3,2021-09-30,"9:41:02","11:46:59",136.9,4624.8,118.7,4384.8,365.333333333333,465.5,333.75,373.555555555556,659.222222222222,2031107.2,2041124.4,1543527,5615758.6,60.4
"309","ul3-1","2","ewa","1",27,"3","15","ul",80.22,4813.2,94.4,2021-09-30,"9:45:29","11:51:32",41.9,1728,63.7,2941.2,474.333333333333,572.5,532.75,522.111111111111,659.111111111111,2283061.2,1683837,920592,4887490.2,81.6
"310","ul3-2","2","ewa","2",27,"3","15","ul",68.04,4082.4,75.4,2021-09-30,"9:50:14","11:56:11",52.7,2405.4,77.5,3762,506.666666666667,548,514,519.111111111111,659.222222222222,2068416,2061576,1236375.6,5366367.6,81.1
"311","ul3-3","2","ewa","3",27,"3","15","ul",84.42,5065.2,97.3,2021-09-30,"9:55:20","12:00:36",88.3,4155,125.6,6199.2,467,450.5,442.5,452.444444444444,659.111111111111,2365448.4,2792739.6,1838587.5,6996775.5,71.8
"312","ul3-4","2","ewa","4",27,"3","15","ul",83.58,5014.8,96.9,2021-09-30,"9:59:33","12:06:08",101.6,4737.6,87,4086.6,466,530,418.75,459.222222222222,659.222222222222,2336896.8,2165898,1983870,6486664.8,72.5
"313","hm4-1","2","ewa","1",27,"4","16","hm",86.92,5215.2,133,2021-09-30,"10:06:34","8:21:26",88.1,3276,85.2,3690,398.666666666667,531,388.25,423.444444444444,633.444444444444,2079126.4,1959390,1271907,5310423.4,64.8
"314","hm4-2","2","ewa","2",27,"4","16","hm",99.22,5953.2,143.5,2021-09-30,"10:12:23","8:25:53",80.7,3837.6,73.2,3345.6,379.666666666667,556,402,428.777777777778,633.333333333333,2260231.6,1860153.6,1542715.2,5663100.4,66
"315","hm4-3","2","ewa","3",27,"4","16","hm",91.84,5510.4,102,2021-09-30,"10:17:13","8:30:26",56.2,2952,93.7,3679.2,451.666666666667,517.5,454.5,467.555555555556,633.333333333333,2488864,1903986,1341684,5734534,73.7
"316","hm4-4","2","ewa","4",27,"4","16","hm",72.16,4329.6,104.6,2021-09-30,"10:21:38","8:35:14",89,3345.6,169.3,5215.2,447,351,390.5,400.555555555556,633.333333333333,1935331.2,1830535.2,1306456.8,5072323.2,63.1
"317","hm5-1","2","ewa","1",20,"4","17","hm",82.82,4969.2,134.2,2021-09-30,"10:40:38","8:58:57",86.6,4083.6,141.9,4870.8,386.333333333333,418,400.5,399.666666666667,633.888888888889,1919767.6,2035994.4,1635481.8,5591243.8,64
"318","hm5-2","2","ewa","2",20,"4","17","hm",61.5,3690,69,2021-09-30,"10:47:38","9:03:25",97,3640.8,100.4,4378.8,501,506.5,382.5,449.555555555556,633.555555555556,1848690,2217862.2,1392606,5459158.2,70.4
"319","hm5-3","2","ewa","3",20,"4","17","hm",42.64,2558.4,46.3,2021-09-30,"10:52:15","9:07:58",86.7,4477.2,156.6,5559.6,547.333333333333,377,402.75,445.222222222222,633.666666666667,1400297.6,2095969.2,1803192.3,5299459.1,70.8
"320","hm5-4","2","ewa","4",20,"4","17","hm",82,4920,146.4,2021-09-30,"10:57:21","9:12:20",120.3,4018.2,126.3,4360.2,361.666666666667,449.5,338.25,370.777777777778,633.444444444444,1779400,1959909.9,1359156.15,5098466.05,59.3
"321","hm6-1","2","ewa","1",20,"5","18","hm",131.2,7872,227.9,2021-09-30,"11:02:14","9:36:48",108.1,4309.2,132.2,6002.4,165.333333333333,439,367,315.777777777778,635.777777777778,1301504,2635053.6,1581476.4,5518034,52.3
"322","hm6-2","2","ewa","2",20,"5","18","hm",97.58,5854.8,145.2,2021-09-30,"11:06:53","9:41:25",102.1,3886.8,143.9,5510.4,359.666666666667,412,381.75,381.111111111111,635.666666666667,2105776.4,2270284.8,1483785.9,5859847.1,61.9
"323","hm6-3","2","ewa","3",20,"5","18","hm",103.74,6224.4,182.9,2021-09-30,"11:12:08","9:46:14",101.3,3192,135.7,4624.8,262.333333333333,431.5,384.5,354.222222222222,635.666666666667,1632867.6,1995601.2,1227324,4855792.8,58.2
"324","hm6-4","2","ewa","4",20,"5","18","hm",84.93,5095.8,147.5,2021-09-30,"11:16:35","9:50:38",121.2,3813,109.1,3727.8,353.333333333333,490.5,345.25,380.222222222222,635.555555555556,1800516,1828485.9,1316438.25,4945440.15,61.3
"325","ul4-1","2","ewa","1",27,"5","16","ul",70.14,4208.4,108.9,2021-09-30,"11:21:50","8:39:56",75.1,3488.4,76.2,3659.4,417,550.5,416.75,446.555555555556,627.222222222222,1754902.8,2014499.7,1453790.7,5223193.2,70.1
"326","ul4-2","2","ewa","2",27,"5","16","ul",104.58,6274.8,136.7,2021-09-30,"11:26:27","8:45:10",73.8,3591,79.3,3950.4,368,545.5,419.75,430.444444444444,627.222222222222,2309126.4,2154943.2,1507322.25,5971391.85,68
"327","ul4-3","2","ewa","3",27,"5","16","ul",88.62,5317.2,117.3,2021-09-30,"11:30:55","8:49:52",76.4,3573.6,85.7,4086.6,399.333333333333,530.5,417,436.333333333333,627.333333333333,2123335.2,2167941.3,1490191.2,5781467.7,69.1
"328","ul4-4","2","ewa","4",27,"5","16","ul",97.86,5871.6,125.6,2021-09-30,"11:35:26","8:54:24",84.4,4069.8,116.1,5090.4,383,470.5,402.25,411,627.222222222222,2248822.8,2395033.2,1637077.05,6280933.05,65.7
"329","ul5-1","2","ewa","1",20,"6","17","ul",72.11,4326.6,90.5,2021-09-30,"11:40:40","9:17:05",66.3,2884.2,70,3232.2,439.666666666667,560,441,467,629.222222222222,1902261.8,1810032,1271932.2,4984226,74.5
"330","ul5-3","2","ewa","3",20,"6","17","ul",85.5,5130,112.5,2021-09-30,"11:50:04","9:26:44",85.3,3847.2,98.6,4428.6,402,510,408.25,428.777777777778,629.222222222222,2062260,2258586,1570619.4,5891465.4,69
"331","ul5-4","2","ewa","4",20,"6","17","ul",69.54,4172.4,87.6,2021-09-30,"11:54:46","9:31:39",99,4813.2,103.9,4485.6,440.333333333333,500.5,384.75,429,629.222222222222,1837246.8,2245042.8,1851878.7,5934168.3,68.9
"332","ul6-1","2","ewa","1",20,"6","18","ul",69.54,4172.4,95.9,2021-09-30,"12:02:42","9:55:06",83.6,3916.2,89.4,4104,425.666666666667,525,419.75,445.111111111111,631,1776051.6,2154600,1643824.95,5574476.55,71.8
"333","ul6-2","2","ewa","2",20,"6","18","ul",89.46,5367.6,114.4,2021-09-30,"12:07:16","9:59:54",94.2,4531.8,80.7,4035.6,393.666666666667,544.5,403.25,431.444444444444,631.111111111111,2113045.2,2197384.2,1827448.35,6137877.75,69.7
"334","ul6-3","2","ewa","3",20,"6","18","ul",65.84,3950.4,88.8,2021-09-30,"12:12:29","10:04:49",88.8,4155,88,4155,432,527.5,413.25,444.888888888889,631,1706572.8,2191762.5,1717053.75,5615389.05,71.9
"335","ul6-4","2","ewa","4",20,"6","18","ul",65.55,3933,84.5,2021-09-30,"12:16:50","10:10:06",89.5,4240.8,90.2,4275,438.333333333333,523,413,445.888888888889,631.111111111111,1723965,2235825,1751450.4,5711240.4,72.2
"336","ul5-2","2","ewa","2",20,"6","17","ul",78.66,4719.6,97.9,2021-09-30,"12:21:30","9:21:45",70.8,3420,91.9,4485.6,417.333333333333,521.5,433.75,447.777777777778,625.111111111111,1969646.4,2339240.4,1483425,5792311.8,72.1
"337","hm1-1","2","diamond","1",20,"1","19","hm",59.86,3591.6,86.2,2021-10-01,"8:19:31","10:05:11",61.9,2656.8,186.2,6602.4,519.666666666667,267.5,446.5,431.111111111111,654.888888888889,1866434.8,1766142,1186261.2,4818838,69.1
"338","hm1-2","2","diamond","2",20,"1","19","hm",63.14,3788.4,79.8,2021-10-01,"8:23:56","10:10:03",112,4477.2,95.7,3465.6,530.666666666667,498.5,336,437,655,2010377.6,1727601.6,1504339.2,5242318.4,68
"339","hm1-3","2","diamond","3",20,"1","19","hm",60.06,3603.6,92.6,2021-10-01,"8:28:20","10:14:34",117.6,4329.6,194.9,6789.6,506.666666666667,249.5,317.75,365.555555555556,654.888888888889,1825824,1694005.2,1375730.4,4895559.6,58.8
"340","hm1-4","2","diamond","4",20,"1","19","hm",93.48,5608.8,107.1,2021-10-01,"8:33:00","10:18:56",65.6,2410.8,151.2,5018.4,464.333333333333,350.5,443.5,429.777777777778,655,2604352.8,1758949.2,1069189.8,5432491.8,68.9
"341","ul1-1","2","diamond","1",20,"1","19","ul",71.25,4275,83.3,2021-10-01,"8:37:19","10:23:37",49.6,2006.4,77.1,3573.6,519.333333333333,540,487,509.555555555556,654.888888888889,2220150,1929744,977116.8,5127010.8,79.7
"342","ul1-2","2","diamond","2",20,"1","19","ul",90.3,5418,106,2021-10-01,"8:41:40","10:28:09",52.4,2308.8,87.1,4001.4,467.333333333333,519,479.75,484.333333333333,655,2532012,2076726.6,1107646.8,5716385.4,76.3
"343","ul1-3","2","diamond","3",20,"1","19","ul",77.7,4662,94.9,2021-10-01,"8:46:07","10:32:58",84.7,4107.6,107.9,5241.6,497,467.5,404,449.111111111111,655.111111111111,2317014,2450448,1659470.4,6426932.4,71
"344","ul1-4","2","diamond","4",20,"1","19","ul",70.98,4258.8,84,2021-10-01,"8:50:36","10:37:36",101,4712.4,116.9,5342.4,513.333333333333,444,371.75,435,655,2186184,2372025.6,1751834.7,6310044.3,68.9
"345","hm2-1","2","diamond","1",20,"2","20","hm",86.1,5166,113.2,2021-10-01,"8:55:19","10:42:21",66.7,3148.8,107.2,3819,447,470,446.75,452,655,2309202,1794930,1406726.4,5510858.4,71.9
"346","hm2-2","2","diamond","2",20,"2","20","hm",80.36,4821.6,111.6,2021-10-01,"8:59:49","10:47:04",98.1,3796.2,93.3,3985.2,450.666666666667,504.5,378.75,430.666666666667,655.111111111111,2172934.4,2010533.4,1437810.75,5621278.55,68.4
"347","hm2-3","2","diamond","3",20,"2","20","hm",80.36,4821.6,108.6,2021-10-01,"9:04:11","10:51:34",93.2,3591.6,112.8,4034.4,459.333333333333,454,391.5,428,655.111111111111,2214721.6,1831617.6,1406111.4,5452450.6,68.4
"348","hm2-4","2","diamond","4",20,"2","20","hm",66.42,3985.2,73.3,2021-10-01,"9:08:57","10:56:26",107.6,3805.2,122.1,5953.2,523.666666666667,428.5,358.75,429.222222222222,655.111111111111,2086916.4,2550946.2,1365115.5,6002978.1,68.2
"349","ul2-1","2","diamond","1",20,"2","20","ul",63.55,3813,80.3,2021-10-01,"9:13:27","11:00:45",73,3385.8,74,3488.4,513.333333333333,544.5,436.5,486.111111111111,655,1957340,1899433.8,1477901.7,5334675.5,76.5
"350","ul2-2","2","diamond","2",20,"2","20","ul",62.98,3778.8,75.7,2021-10-01,"9:18:11","11:05:18",74.4,3628.8,69.5,3266.4,518,551,435.75,488.777777777778,655.111111111111,1957418.4,1799786.4,1581249.6,5338454.4,76.8
"351","ul2-3","2","diamond","3",20,"2","20","ul",77.7,4662,92.4,2021-10-01,"9:22:42","11:10:01",89,3933,92.5,4377.6,489,506,404.5,455.222222222222,655.111111111111,2279718,2215065.6,1590898.5,6085682.1,72.2
"352","ul2-4","2","diamond","4",20,"2","20","ul",46.93,2815.8,62.5,2021-10-01,"9:27:35","11:14:36",112.8,5367.6,91.4,4463.4,535.333333333333,509.5,349.25,446.888888888889,655,1507391.6,2274102.3,1874634.3,5656128.2,70.5
"353","hm3-1","2","diamond","1",27,"3","21","hm",58.38,3502.8,97.6,2021-10-01,"9:31:56","11:18:57",78.8,3050.4,81,3200.4,478,533.5,428,468.111111111111,655.111111111111,1674338.4,1707413.4,1305571.2,4687323,74.1
"354","hm3-2","2","diamond","2",27,"3","21","hm",77.08,4624.8,113.5,2021-10-01,"9:36:16","11:23:44",82,3099.6,80.5,3487.2,442,535,421.5,453.555555555556,655.111111111111,2044161.6,1865652,1306481.4,5216295,72
"355","hm3-3","2","diamond","3",27,"3","21","hm",66.42,3985.2,102.3,2021-10-01,"9:40:34","11:28:25",120.6,4329.6,76,2444.4,464,541.5,330,421.666666666667,655.111111111111,1849132.8,1323642.6,1428768,4601543.4,67.1
"356","hm3-4","2","diamond","4",27,"3","21","hm",92.66,5559.6,130.5,2021-10-01,"9:45:15","11:32:44",110.7,3950.4,101.4,3985.2,392,485,359,398,655.111111111111,2179363.2,1932822,1418193.6,5530378.8,64.2
"357","ul3-1","2","diamond","1",27,"3","21","ul",60.7,3642,75.8,2021-10-01,"9:49:50","11:37:06",40.1,1749.6,69.8,3249,507,551,527.25,525.777777777778,655.111111111111,1846494,1790199,922476.6,4559169.6,82.4
"358","ul3-2","2","diamond","2",27,"3","21","ul",65.94,3956.4,79.1,2021-10-01,"9:54:54","11:41:25",72.9,3607.8,86.1,4172.4,500.333333333333,520.5,447,481.111111111111,655,1979518.8,2171734.2,1612686.6,5763939.6,76.1
"359","ul3-3","2","diamond","3",27,"3","21","ul",63.84,3830.4,77.6,2021-10-01,"9:59:18","11:46:17",93.6,4359.6,77.5,3607.8,501,540,404,466.555555555556,655,1919030.4,1948212,1761278.4,5628520.8,73.9
"360","ul3-4","2","diamond","4",27,"3","21","ul",54.15,3249,69.1,2021-10-01,"9:59:51","11:51:02",84.7,3950.4,100.7,4685.4,512.666666666667,487,423.5,467.333333333333,655.555555555556,1665654,2281789.8,1672994.4,5620438.2,74.1
"361","hm4-1","2","diamond","1",27,"4","22","hm",49.98,2998.8,81.2,2021-10-01,"10:08:28","8:11:49",65.3,2804.4,79.3,2948.4,493.666666666667,535,412.5,466.777777777778,630.222222222222,1480407.6,1577394,1156815,4214616.6,72.3
"362","hm4-2","2","diamond","2",27,"4","22","hm",64.78,3886.8,78.4,2021-10-01,"10:12:49","8:16:31",65.1,2656.8,112.4,4428,494.666666666667,455,413.5,449.777777777778,630.222222222222,1922670.4,2014740,1098586.8,5035997.2,70.4
"363","hm4-3","2","diamond","3",27,"4","22","hm",74.62,4477.2,95.4,2021-10-01,"10:17:10","8:21:55",73.6,3247.2,95.6,3403.2,466,498.5,396.5,442.333333333333,630.444444444444,2086375.2,1696495.2,1287514.8,5070385.2,69.6
"364","hm4-4","2","diamond","4",27,"4","22","hm",50.02,3001.2,72.3,2021-10-01,"10:21:37","8:26:48",84.1,2646,136.1,4712.4,500.333333333333,388.5,374.5,419.555555555556,630.444444444444,1501600.4,1830767.4,990927,4323294.8,66
"365","ul4-1","2","diamond","1",27,"4","22","ul",61.84,3710.4,76.3,2021-10-01,"10:25:57","8:31:28",54,2291.4,67.8,3112.2,494.333333333333,554.5,445,485.777777777778,630.444444444444,1834174.4,1725714.9,1019673,4579562.3,76.5
"366","ul4-2","2","diamond","2",27,"4","22","ul",65.55,3933,81.8,2021-10-01,"10:30:22","8:36:04",39.2,1798.2,71.2,3556.8,485.666666666667,549.5,482.5,498.444444444444,630.444444444444,1910127,1954461.6,867631.5,4732220.1,79.7
"367","ul4-3","2","diamond","3",27,"4","22","ul",67.55,4053,82.4,2021-10-01,"10:35:01","8:40:54",80.6,4208.4,96.1,4788,483,497.5,384,442.222222222222,630.555555555556,1957599,2382030,1616025.6,5955654.6,69.6
"368","ul4-4","2","diamond","4",27,"4","22","ul",83.58,5014.8,100.7,2021-10-01,"10:39:19","8:45:30",78.1,3710.4,102.1,5090.4,448.333333333333,484,392.25,431.333333333333,630.444444444444,2248302,2463753.6,1455404.4,6167460,68.6
"369","hm5-1","2","diamond","1",30,"5","23","hm",54.94,3296.4,82.6,2021-10-01,"10:43:41","8:49:55",54.3,2755.2,117.5,5166,479.333333333333,443.5,448.75,457.777777777778,630.555555555556,1580074.4,2291121,1236396,5107591.4,73.6
"370","hm5-2","2","diamond","2",30,"5","23","hm",73.8,4428,104.1,2021-10-01,"10:48:34","8:54:41",47.1,3050.4,65.7,2755.2,438.333333333333,556.5,472.25,479.666666666667,630.444444444444,1940940,1533268.8,1440551.4,4914760.2,77
"371","hm5-3","2","diamond","3",30,"5","23","hm",59.86,3591.6,83.6,2021-10-01,"10:53:04","8:59:06",93.4,4526.4,158.4,6838.8,474,333.5,364.75,394.222222222222,630.555555555556,1702418.4,2280739.8,1651004.4,5634162.6,64.1
"372","hm5-4","2","diamond","4",30,"5","23","hm",66.42,3985.2,88.3,2021-10-01,"10:57:59","9:03:48",101.3,4378.8,108.4,4674,465,465.5,349.75,413.888888888889,630.555555555556,1853118,2175747,1531485.3,5560350.3,66.3
"373","ul5-1","2","diamond","1",30,"5","23","ul",65.27,3916.2,78.3,2021-10-01,"11:02:49","9:08:22",53.7,2428.2,85.6,4189.8,478,523,455.5,478,630.444444444444,1871943.6,2191265.4,1106045.1,5169254.1,76.7
"374","ul5-2","2","diamond","2",30,"5","23","ul",86.52,5191.2,99.4,2021-10-01,"11:07:16","9:12:56",55.1,2530.8,94.8,4762.8,442.666666666667,499,453,459.777777777778,630.555555555556,2297971.2,2376637.2,1146452.4,5821060.8,74.2
"375","ul5-3","2","diamond","3",30,"5","23","ul",71.82,4309.2,83,2021-10-01,"11:11:46","9:17:20",80.9,3916.2,92.2,4510.8,469,506.5,392.25,443.222222222222,630.444444444444,2021014.8,2284720.2,1536129.45,5841864.45,70.9
"376","ul5-4","2","diamond","4",30,"5","23","ul",52.25,3135,68.1,2021-10-01,"11:16:06","9:22:17",94.5,4822.2,81.5,4001.4,489,533.5,367.25,444.777777777778,630.555555555556,1533015,2134746.9,1770952.95,5438714.85,71.1
"377","hm6-1","2","diamond","1",30,"6","24","hm",66.42,3985.2,71.1,2021-10-01,"11:20:28","9:26:44",40.6,2312.4,73.6,3198,483,546,493,501.444444444444,630.444444444444,1924851.6,1746108,1140013.2,4810972.8,80.9
